Year,Country_of_Birth,Adoption_Type,Age_Group,Gender,Number
2017,Poland,Single-parent,18+,Female,0
2017,France,Total,Total,Total,1
2017,France,Total,Total,Male,1
2017,France,Total,Total,Female,0
2017,France,Total,0-17,Total,1
2017,France,Total,0-17,Male,1
2017,France,Total,0-17,Female,0
2017,France,Total,18+,Total,0
2017,France,Total,18+,Male,0
2017,France,Total,18+,Female,0
2017,France,Two-parent,Total,Total,0
2017,France,Two-parent,Total,Male,0
2017,France,Two-parent,Total,Female,0
2017,France,Two-parent,0-17,Total,0
2017,France,Two-parent,0-17,Male,0
2017,France,Two-parent,0-17,Female,0
2017,France,Two-parent,18+,Total,0
2017,France,Two-parent,18+,Male,0
2017,France,Two-parent,18+,Female,0
2017,France,Single-parent,Total,Total,1
2017,France,Single-parent,Total,Male,1
2017,France,Single-parent,Total,Female,0
2017,France,Single-parent,0-17,Total,1
2017,France,Single-parent,0-17,Male,1
2017,France,Single-parent,0-17,Female,0
2017,France,Single-parent,18+,Total,0
2017,France,Single-parent,18+,Male,0
2017,France,Single-parent,18+,Female,0
2017,Romania,Total,Total,Total,0
2017,Romania,Total,Total,Male,0
2017,Romania,Total,Total,Female,0
2017,Romania,Total,0-17,Total,0
2017,Romania,Total,0-17,Male,0
2017,Romania,Total,0-17,Female,0
2017,Romania,Total,18+,Total,0
2017,Romania,Total,18+,Male,0
2017,Romania,Total,18+,Female,0
2017,Romania,Two-parent,Total,Total,0
2017,Romania,Two-parent,Total,Male,0
2017,Romania,Two-parent,Total,Female,0
2017,Romania,Two-parent,0-17,Total,0
2017,Romania,Two-parent,0-17,Male,0
2017,Romania,Two-parent,0-17,Female,0
2017,Romania,Two-parent,18+,Total,0
2017,Romania,Two-parent,18+,Male,0
2017,Romania,Two-parent,18+,Female,0
2017,Romania,Single-parent,Total,Total,0
2017,Romania,Single-parent,Total,Male,0
2017,Romania,Single-parent,Total,Female,0
2017,Romania,Single-parent,0-17,Total,0
2017,Romania,Single-parent,0-17,Male,0
2017,Romania,Single-parent,0-17,Female,0
2017,Romania,Single-parent,18+,Total,0
2017,Romania,Single-parent,18+,Male,0
2017,Romania,Single-parent,18+,Female,0
2017,Sweden,Total,Total,Total,0
2017,Sweden,Total,Total,Male,0
2017,Sweden,Total,Total,Female,0
2017,Sweden,Total,0-17,Total,0
2017,Sweden,Total,0-17,Male,0
2017,Sweden,Total,0-17,Female,0
2017,Sweden,Total,18+,Total,0
2017,Sweden,Total,18+,Male,0
2017,Sweden,Total,18+,Female,0
2017,Sweden,Two-parent,Total,Total,0
2017,Sweden,Two-parent,Total,Male,0
2017,Sweden,Two-parent,Total,Female,0
2017,Sweden,Two-parent,0-17,Total,0
2017,Sweden,Two-parent,0-17,Male,0
2017,Sweden,Two-parent,0-17,Female,0
2017,Sweden,Two-parent,18+,Total,0
2017,Sweden,Two-parent,18+,Male,0
2017,Sweden,Two-parent,18+,Female,0
2017,Sweden,Single-parent,Total,Total,0
2017,Sweden,Single-parent,Total,Male,0
2017,Sweden,Single-parent,Total,Female,0
2017,Sweden,Single-parent,0-17,Total,0
2017,Sweden,Single-parent,0-17,Male,0
2017,Sweden,Single-parent,0-17,Female,0
2017,Sweden,Single-parent,18+,Total,0
2017,Sweden,Single-parent,18+,Male,0
2017,Sweden,Single-parent,18+,Female,0
2017,Germany,Total,Total,Total,0
2017,Germany,Total,Total,Male,0
2017,Germany,Total,Total,Female,0
2017,Germany,Total,0-17,Total,0
2017,Germany,Total,0-17,Male,0
2017,Germany,Total,0-17,Female,0
2017,Germany,Total,18+,Total,0
2017,Germany,Total,18+,Male,0
2017,Germany,Total,18+,Female,0
2017,Germany,Two-parent,Total,Total,0
2017,Germany,Two-parent,Total,Male,0
2017,Germany,Two-parent,Total,Female,0
2017,Germany,Two-parent,0-17,Total,0
2017,Germany,Two-parent,0-17,Male,0
2017,Germany,Two-parent,0-17,Female,0
2017,Germany,Two-parent,18+,Total,0
2017,Germany,Two-parent,18+,Male,0
2017,Germany,Two-parent,18+,Female,0
2017,Germany,Single-parent,Total,Total,0
2017,Germany,Single-parent,Total,Male,0
2017,Germany,Single-parent,Total,Female,0
2017,Germany,Single-parent,0-17,Total,0
2017,Germany,Single-parent,0-17,Male,0
2017,Germany,Single-parent,0-17,Female,0
2017,Germany,Single-parent,18+,Total,0
2017,Germany,Single-parent,18+,Male,0
2017,Germany,Single-parent,18+,Female,0
2017,Slovakia,Total,Total,Total,0
2017,Slovakia,Total,Total,Male,0
2017,Slovakia,Total,Total,Female,0
2017,Slovakia,Total,0-17,Total,0
2017,Slovakia,Total,0-17,Male,0
2017,Slovakia,Total,0-17,Female,0
2017,Slovakia,Total,18+,Total,0
2017,Slovakia,Total,18+,Male,0
2017,Slovakia,Total,18+,Female,0
2017,Slovakia,Two-parent,Total,Total,0
2017,Slovakia,Two-parent,Total,Male,0
2017,Slovakia,Two-parent,Total,Female,0
2017,Slovakia,Two-parent,0-17,Total,0
2017,Slovakia,Two-parent,0-17,Male,0
2017,Slovakia,Two-parent,0-17,Female,0
2017,Slovakia,Two-parent,18+,Total,0
2017,Slovakia,Two-parent,18+,Male,0
2017,Slovakia,Two-parent,18+,Female,0
2017,Slovakia,Single-parent,Total,Total,0
2017,Slovakia,Single-parent,Total,Male,0
2017,Slovakia,Single-parent,Total,Female,0
2017,Slovakia,Single-parent,0-17,Total,0
2017,Slovakia,Single-parent,0-17,Male,0
2017,Slovakia,Single-parent,0-17,Female,0
2017,Slovakia,Single-parent,18+,Total,0
2017,Slovakia,Single-parent,18+,Male,0
2017,Slovakia,Single-parent,18+,Female,0
2017,Slovenia,Total,Total,Total,0
2017,Slovenia,Total,Total,Male,0
2017,Slovenia,Total,Total,Female,0
2017,Slovenia,Total,0-17,Total,0
2017,Slovenia,Total,0-17,Male,0
2017,Slovenia,Total,0-17,Female,0
2017,Slovenia,Total,18+,Total,0
2017,Slovenia,Total,18+,Male,0
2017,Slovenia,Total,18+,Female,0
2017,Slovenia,Two-parent,Total,Total,0
2017,Slovenia,Two-parent,Total,Male,0
2017,Slovenia,Two-parent,Total,Female,0
2017,Slovenia,Two-parent,0-17,Total,0
2017,Slovenia,Two-parent,0-17,Male,0
2017,Slovenia,Two-parent,0-17,Female,0
2017,Slovenia,Two-parent,18+,Total,0
2017,Slovenia,Two-parent,18+,Male,0
2017,Slovenia,Two-parent,18+,Female,0
2017,Slovenia,Single-parent,Total,Total,0
2017,Slovenia,Single-parent,Total,Male,0
2017,Slovenia,Single-parent,Total,Female,0
2017,Slovenia,Single-parent,0-17,Total,0
2017,Slovenia,Single-parent,0-17,Male,0
2017,Slovenia,Single-parent,0-17,Female,0
2017,Slovenia,Single-parent,18+,Total,0
2017,Slovenia,Single-parent,18+,Male,0
2017,Slovenia,Single-parent,18+,Female,0
2017,Denmark,Total,Total,Total,0
2017,Denmark,Total,Total,Male,0
2017,Denmark,Total,Total,Female,0
2017,Denmark,Total,0-17,Total,0
2017,Denmark,Total,0-17,Male,0
2017,Denmark,Total,0-17,Female,0
2017,Denmark,Total,18+,Total,0
2017,Denmark,Total,18+,Male,0
2017,Denmark,Total,18+,Female,0
2017,Denmark,Two-parent,Total,Total,0
2017,Denmark,Two-parent,Total,Male,0
2017,Denmark,Two-parent,Total,Female,0
2017,Denmark,Two-parent,0-17,Total,0
2017,Denmark,Two-parent,0-17,Male,0
2017,Denmark,Two-parent,0-17,Female,0
2017,Denmark,Two-parent,18+,Total,0
2017,Denmark,Two-parent,18+,Male,0
2017,Denmark,Two-parent,18+,Female,0
2017,Denmark,Single-parent,Total,Total,0
2017,Denmark,Single-parent,Total,Male,0
2017,Denmark,Single-parent,Total,Female,0
2017,Denmark,Single-parent,0-17,Total,0
2017,Denmark,Single-parent,0-17,Male,0
2017,Denmark,Single-parent,0-17,Female,0
2017,Denmark,Single-parent,18+,Total,0
2017,Denmark,Single-parent,18+,Male,0
2017,Denmark,Single-parent,18+,Female,0
2017,Former Czechoslovakia,Total,Total,Total,0
2017,Former Czechoslovakia,Total,Total,Male,0
2017,Former Czechoslovakia,Total,Total,Female,0
2017,Former Czechoslovakia,Total,0-17,Total,0
2017,Former Czechoslovakia,Total,0-17,Male,0
2017,Former Czechoslovakia,Total,0-17,Female,0
2017,Former Czechoslovakia,Total,18+,Total,0
2017,Former Czechoslovakia,Total,18+,Male,0
2017,Former Czechoslovakia,Total,18+,Female,0
2017,Former Czechoslovakia,Two-parent,Total,Total,0
2017,Former Czechoslovakia,Two-parent,Total,Male,0
2017,Former Czechoslovakia,Two-parent,Total,Female,0
2017,Former Czechoslovakia,Two-parent,0-17,Total,0
2017,Former Czechoslovakia,Two-parent,0-17,Male,0
2017,Former Czechoslovakia,Two-parent,0-17,Female,0
2017,Former Czechoslovakia,Two-parent,18+,Total,0
2017,Former Czechoslovakia,Two-parent,18+,Male,0
2017,Former Czechoslovakia,Two-parent,18+,Female,0
2017,Former Czechoslovakia,Single-parent,Total,Total,0
2017,Former Czechoslovakia,Single-parent,Total,Male,0
2017,Former Czechoslovakia,Single-parent,Total,Female,0
2017,Former Czechoslovakia,Single-parent,0-17,Total,0
2017,Former Czechoslovakia,Single-parent,0-17,Male,0
2017,Former Czechoslovakia,Single-parent,0-17,Female,0
2017,Former Czechoslovakia,Single-parent,18+,Total,0
2017,Former Czechoslovakia,Single-parent,18+,Male,0
2017,Former Czechoslovakia,Single-parent,18+,Female,0
2017,Czech Republic,Total,Total,Total,0
2017,Czech Republic,Total,Total,Male,0
2017,Czech Republic,Total,Total,Female,0
2017,Czech Republic,Total,0-17,Total,0
2017,Czech Republic,Total,0-17,Male,0
2017,Czech Republic,Total,0-17,Female,0
2017,Czech Republic,Total,18+,Total,0
2017,Czech Republic,Total,18+,Male,0
2017,Czech Republic,Total,18+,Female,0
2017,Czech Republic,Two-parent,Total,Total,0
2017,Czech Republic,Two-parent,Total,Male,0
2017,Czech Republic,Two-parent,Total,Female,0
2017,Czech Republic,Two-parent,0-17,Total,0
2017,Czech Republic,Two-parent,0-17,Male,0
2017,Czech Republic,Two-parent,0-17,Female,0
2017,Czech Republic,Two-parent,18+,Total,0
2017,Czech Republic,Two-parent,18+,Male,0
2017,Czech Republic,Two-parent,18+,Female,0
2017,Czech Republic,Single-parent,Total,Total,0
2017,Czech Republic,Single-parent,Total,Male,0
2017,Czech Republic,Single-parent,Total,Female,0
2017,Czech Republic,Single-parent,0-17,Total,0
2017,Czech Republic,Single-parent,0-17,Male,0
2017,Czech Republic,Single-parent,0-17,Female,0
2017,Czech Republic,Single-parent,18+,Total,0
2017,Czech Republic,Single-parent,18+,Male,0
2017,Czech Republic,Single-parent,18+,Female,0
2017,Hungary,Total,Total,Total,0
2017,Hungary,Total,Total,Male,0
2017,Hungary,Total,Total,Female,0
2017,Hungary,Total,0-17,Total,0
2017,Hungary,Total,0-17,Male,0
2017,Hungary,Total,0-17,Female,0
2017,Hungary,Total,18+,Total,0
2017,Hungary,Total,18+,Male,0
2017,Hungary,Total,18+,Female,0
2017,Hungary,Two-parent,Total,Total,0
2017,Hungary,Two-parent,Total,Male,0
2017,Hungary,Two-parent,Total,Female,0
2017,Hungary,Two-parent,0-17,Total,0
2017,Hungary,Two-parent,0-17,Male,0
2017,Hungary,Two-parent,0-17,Female,0
2017,Hungary,Two-parent,18+,Total,0
2017,Hungary,Two-parent,18+,Male,0
2017,Hungary,Two-parent,18+,Female,0
2017,Hungary,Single-parent,Total,Total,0
2017,Hungary,Single-parent,Total,Male,0
2017,Hungary,Single-parent,Total,Female,0
2017,Hungary,Single-parent,0-17,Total,0
2017,Hungary,Single-parent,0-17,Male,0
2017,Hungary,Single-parent,0-17,Female,0
2017,Hungary,Single-parent,18+,Total,0
2017,Hungary,Single-parent,18+,Male,0
2017,Hungary,Single-parent,18+,Female,0
2017,Estonia,Total,Total,Total,2
2017,Estonia,Total,Total,Male,2
2017,Estonia,Total,Total,Female,0
2017,Estonia,Total,0-17,Total,2
2017,Estonia,Total,0-17,Male,2
2017,Estonia,Total,0-17,Female,0
2017,Estonia,Total,18+,Total,0
2017,Estonia,Total,18+,Male,0
2017,Estonia,Total,18+,Female,0
2017,Estonia,Two-parent,Total,Total,0
2017,Estonia,Two-parent,Total,Male,0
2017,Estonia,Two-parent,Total,Female,0
2017,Estonia,Two-parent,0-17,Total,0
2017,Estonia,Two-parent,0-17,Male,0
2017,Estonia,Two-parent,0-17,Female,0
2017,Estonia,Two-parent,18+,Total,0
2017,Estonia,Two-parent,18+,Male,0
2017,Estonia,Two-parent,18+,Female,0
2017,Estonia,Single-parent,Total,Total,2
2017,Estonia,Single-parent,Total,Male,2
2017,Estonia,Single-parent,Total,Female,0
2017,Estonia,Single-parent,0-17,Total,2
2017,Estonia,Single-parent,0-17,Male,2
2017,Estonia,Single-parent,0-17,Female,0
2017,Estonia,Single-parent,18+,Total,0
2017,Estonia,Single-parent,18+,Male,0
2017,Estonia,Single-parent,18+,Female,0
2017,REST OF EUROPE,Total,Total,Total,5
2017,REST OF EUROPE,Total,Total,Male,1
2017,REST OF EUROPE,Total,Total,Female,4
2017,REST OF EUROPE,Total,0-17,Total,3
2017,REST OF EUROPE,Total,0-17,Male,1
2017,REST OF EUROPE,Total,0-17,Female,2
2017,REST OF EUROPE,Total,18+,Total,2
2017,REST OF EUROPE,Total,18+,Male,0
2017,REST OF EUROPE,Total,18+,Female,2
2017,REST OF EUROPE,Two-parent,Total,Total,0
2017,REST OF EUROPE,Two-parent,Total,Male,0
2017,REST OF EUROPE,Two-parent,Total,Female,0
2017,REST OF EUROPE,Two-parent,0-17,Total,0
2017,REST OF EUROPE,Two-parent,0-17,Male,0
2017,REST OF EUROPE,Two-parent,0-17,Female,0
2017,REST OF EUROPE,Two-parent,18+,Total,0
2017,REST OF EUROPE,Two-parent,18+,Male,0
2017,REST OF EUROPE,Two-parent,18+,Female,0
2017,REST OF EUROPE,Single-parent,Total,Total,5
2017,REST OF EUROPE,Single-parent,Total,Male,1
2017,REST OF EUROPE,Single-parent,Total,Female,4
2017,REST OF EUROPE,Single-parent,0-17,Total,3
2017,REST OF EUROPE,Single-parent,0-17,Male,1
2017,REST OF EUROPE,Single-parent,0-17,Female,2
2017,REST OF EUROPE,Single-parent,18+,Total,2
2017,REST OF EUROPE,Single-parent,18+,Male,0
2017,REST OF EUROPE,Single-parent,18+,Female,2
2017,Albania,Total,Total,Total,0
2017,Albania,Total,Total,Male,0
2017,Albania,Total,Total,Female,0
2017,Albania,Total,0-17,Total,0
2017,Albania,Total,0-17,Male,0
2017,Albania,Total,0-17,Female,0
2017,Albania,Total,18+,Total,0
2017,Albania,Total,18+,Male,0
2017,Albania,Total,18+,Female,0
2017,Albania,Two-parent,Total,Total,0
2017,Albania,Two-parent,Total,Male,0
2017,Albania,Two-parent,Total,Female,0
2017,Albania,Two-parent,0-17,Total,0
2017,Albania,Two-parent,0-17,Male,0
2017,Albania,Two-parent,0-17,Female,0
2017,Albania,Two-parent,18+,Total,0
2017,Albania,Two-parent,18+,Male,0
2017,Albania,Two-parent,18+,Female,0
2017,Albania,Single-parent,Total,Total,0
2017,Albania,Single-parent,Total,Male,0
2017,Albania,Single-parent,Total,Female,0
2017,Albania,Single-parent,0-17,Total,0
2017,Albania,Single-parent,0-17,Male,0
2017,Albania,Single-parent,0-17,Female,0
2017,Albania,Single-parent,18+,Total,0
2017,Albania,Single-parent,18+,Male,0
2017,Albania,Single-parent,18+,Female,0
2017,Andorra,Total,Total,Total,0
2017,Andorra,Total,Total,Male,0
2017,Andorra,Total,Total,Female,0
2017,Andorra,Total,0-17,Total,0
2017,Andorra,Total,0-17,Male,0
2017,Andorra,Total,0-17,Female,0
2017,Andorra,Total,18+,Total,0
2017,Andorra,Total,18+,Male,0
2017,Andorra,Total,18+,Female,0
2017,Andorra,Two-parent,Total,Total,0
2017,Andorra,Two-parent,Total,Male,0
2017,Andorra,Two-parent,Total,Female,0
2017,Andorra,Two-parent,0-17,Total,0
2017,Andorra,Two-parent,0-17,Male,0
2017,Andorra,Two-parent,0-17,Female,0
2017,Andorra,Two-parent,18+,Total,0
2017,Andorra,Two-parent,18+,Male,0
2017,Andorra,Two-parent,18+,Female,0
2017,Andorra,Single-parent,Total,Total,0
2017,Andorra,Single-parent,Total,Male,0
2017,Andorra,Single-parent,Total,Female,0
2017,Andorra,Single-parent,0-17,Total,0
2017,Andorra,Single-parent,0-17,Male,0
2017,Andorra,Single-parent,0-17,Female,0
2017,Andorra,Single-parent,18+,Total,0
2017,Andorra,Single-parent,18+,Male,0
2017,Andorra,Single-parent,18+,Female,0
2017,Bosnia and Herzegovina,Total,Total,Total,0
2017,Bosnia and Herzegovina,Total,Total,Male,0
2017,Bosnia and Herzegovina,Total,Total,Female,0
2017,Bosnia and Herzegovina,Total,0-17,Total,0
2017,Bosnia and Herzegovina,Total,0-17,Male,0
2017,Bosnia and Herzegovina,Total,0-17,Female,0
2017,Bosnia and Herzegovina,Total,18+,Total,0
2017,Bosnia and Herzegovina,Total,18+,Male,0
2017,Bosnia and Herzegovina,Total,18+,Female,0
2017,Bosnia and Herzegovina,Two-parent,Total,Total,0
2017,Bosnia and Herzegovina,Two-parent,Total,Male,0
2017,Bosnia and Herzegovina,Two-parent,Total,Female,0
2017,Bosnia and Herzegovina,Two-parent,0-17,Total,0
2017,Bosnia and Herzegovina,Two-parent,0-17,Male,0
2017,Bosnia and Herzegovina,Two-parent,0-17,Female,0
2017,Bosnia and Herzegovina,Two-parent,18+,Total,0
2017,Bosnia and Herzegovina,Two-parent,18+,Male,0
2017,Bosnia and Herzegovina,Two-parent,18+,Female,0
2017,Bosnia and Herzegovina,Single-parent,Total,Total,0
2017,Bosnia and Herzegovina,Single-parent,Total,Male,0
2017,Bosnia and Herzegovina,Single-parent,Total,Female,0
2017,Bosnia and Herzegovina,Single-parent,0-17,Total,0
2017,Bosnia and Herzegovina,Single-parent,0-17,Male,0
2017,Bosnia and Herzegovina,Single-parent,0-17,Female,0
2017,Bosnia and Herzegovina,Single-parent,18+,Total,0
2017,Bosnia and Herzegovina,Single-parent,18+,Male,0
2017,Bosnia and Herzegovina,Single-parent,18+,Female,0
2017,Former Yugoslavia,Total,Total,Total,0
2017,Former Yugoslavia,Total,Total,Male,0
2017,Former Yugoslavia,Total,Total,Female,0
2017,Former Yugoslavia,Total,0-17,Total,0
2017,Former Yugoslavia,Total,0-17,Male,0
2017,Former Yugoslavia,Total,0-17,Female,0
2017,Former Yugoslavia,Total,18+,Total,0
2017,Former Yugoslavia,Total,18+,Male,0
2017,Former Yugoslavia,Total,18+,Female,0
2017,Former Yugoslavia,Two-parent,Total,Total,0
2017,Former Yugoslavia,Two-parent,Total,Male,0
2017,Former Yugoslavia,Two-parent,Total,Female,0
2017,Former Yugoslavia,Two-parent,0-17,Total,0
2017,Former Yugoslavia,Two-parent,0-17,Male,0
2017,Former Yugoslavia,Two-parent,0-17,Female,0
2017,Former Yugoslavia,Two-parent,18+,Total,0
2017,Former Yugoslavia,Two-parent,18+,Male,0
2017,Former Yugoslavia,Two-parent,18+,Female,0
2017,Former Yugoslavia,Single-parent,Total,Total,0
2017,Former Yugoslavia,Single-parent,Total,Male,0
2017,Former Yugoslavia,Single-parent,Total,Female,0
2017,Former Yugoslavia,Single-parent,0-17,Total,0
2017,Former Yugoslavia,Single-parent,0-17,Male,0
2017,Former Yugoslavia,Single-parent,0-17,Female,0
2017,Former Yugoslavia,Single-parent,18+,Total,0
2017,Former Yugoslavia,Single-parent,18+,Male,0
2017,Former Yugoslavia,Single-parent,18+,Female,0
2017,Former Soviet Union,Total,Total,Total,1
2017,Former Soviet Union,Total,Total,Male,0
2017,Former Soviet Union,Total,Total,Female,1
2017,Former Soviet Union,Total,0-17,Total,0
2017,Former Soviet Union,Total,0-17,Male,0
2017,Former Soviet Union,Total,0-17,Female,0
2017,Former Soviet Union,Total,18+,Total,1
2017,Former Soviet Union,Total,18+,Male,0
2017,Former Soviet Union,Total,18+,Female,1
2017,Former Soviet Union,Two-parent,Total,Total,0
2017,Former Soviet Union,Two-parent,Total,Male,0
2017,Former Soviet Union,Two-parent,Total,Female,0
2017,Former Soviet Union,Two-parent,0-17,Total,0
2017,Former Soviet Union,Two-parent,0-17,Male,0
2017,Former Soviet Union,Two-parent,0-17,Female,0
2017,Former Soviet Union,Two-parent,18+,Total,0
2017,Former Soviet Union,Two-parent,18+,Male,0
2017,Former Soviet Union,Two-parent,18+,Female,0
2017,Former Soviet Union,Single-parent,Total,Total,1
2017,Former Soviet Union,Single-parent,Total,Male,0
2017,Former Soviet Union,Single-parent,Total,Female,1
2017,Former Soviet Union,Single-parent,0-17,Total,0
2017,Former Soviet Union,Single-parent,0-17,Male,0
2017,Former Soviet Union,Single-parent,0-17,Female,0
2017,Former Soviet Union,Single-parent,18+,Total,1
2017,Former Soviet Union,Single-parent,18+,Male,0
2017,Former Soviet Union,Single-parent,18+,Female,1
2017,Former Serbia and Montenegro,Total,Total,Total,0
2017,Former Serbia and Montenegro,Total,Total,Male,0
2017,Former Serbia and Montenegro,Total,Total,Female,0
2017,Former Serbia and Montenegro,Total,0-17,Total,0
2017,Former Serbia and Montenegro,Total,0-17,Male,0
2017,Former Serbia and Montenegro,Total,0-17,Female,0
2017,Former Serbia and Montenegro,Total,18+,Total,0
2017,Former Serbia and Montenegro,Total,18+,Male,0
2017,Former Serbia and Montenegro,Total,18+,Female,0
2017,Former Serbia and Montenegro,Two-parent,Total,Total,0
2017,Former Serbia and Montenegro,Two-parent,Total,Male,0
2017,Former Serbia and Montenegro,Two-parent,Total,Female,0
2017,Former Serbia and Montenegro,Two-parent,0-17,Total,0
2017,Former Serbia and Montenegro,Two-parent,0-17,Male,0
2017,Former Serbia and Montenegro,Two-parent,0-17,Female,0
2017,Former Serbia and Montenegro,Two-parent,18+,Total,0
2017,Former Serbia and Montenegro,Two-parent,18+,Male,0
2017,Former Serbia and Montenegro,Two-parent,18+,Female,0
2017,Former Serbia and Montenegro,Single-parent,Total,Total,0
2017,Former Serbia and Montenegro,Single-parent,Total,Male,0
2017,Former Serbia and Montenegro,Single-parent,Total,Female,0
2017,Former Serbia and Montenegro,Single-parent,0-17,Total,0
2017,Former Serbia and Montenegro,Single-parent,0-17,Male,0
2017,Former Serbia and Montenegro,Single-parent,0-17,Female,0
2017,Former Serbia and Montenegro,Single-parent,18+,Total,0
2017,Former Serbia and Montenegro,Single-parent,18+,Male,0
2017,Former Serbia and Montenegro,Single-parent,18+,Female,0
2017,Iceland,Total,Total,Total,0
2017,Iceland,Total,Total,Male,0
2017,Iceland,Total,Total,Female,0
2017,Iceland,Total,0-17,Total,0
2017,Iceland,Total,0-17,Male,0
2017,Iceland,Total,0-17,Female,0
2017,Iceland,Total,18+,Total,0
2017,Iceland,Total,18+,Male,0
2017,Iceland,Total,18+,Female,0
2017,Iceland,Two-parent,Total,Total,0
2017,Iceland,Two-parent,Total,Male,0
2017,Iceland,Two-parent,Total,Female,0
2017,Iceland,Two-parent,0-17,Total,0
2017,Iceland,Two-parent,0-17,Male,0
2017,Iceland,Two-parent,0-17,Female,0
2017,Iceland,Two-parent,18+,Total,0
2017,Iceland,Two-parent,18+,Male,0
2017,Iceland,Two-parent,18+,Female,0
2017,Iceland,Single-parent,Total,Total,0
